"RepoRelPath","Extension","SizeBytes","SHA256","Purpose","Contents","CategoryLabel","EvidenceType","FailureExplanation","SourcePath","ExtractOrFull","Notes"
"extracts/05_misc/2026-01-29__assessments_closure__analysis__001.md",".md","557","B1E764778F4CDE092EF622376B03CA166C3B6E9D0D13960A637DFD3CC1AA811A","Evidence extract (misc/analysis) documenting a failure or relevance; Duplicate of FRV2-0343.","Metadata header + excerpt from the source file.","misc","analysis","Duplicate of FRV2-0343.","MUST_Review/assessments_closure.md","extract",""
"extracts/05_misc/2026-01-29__basic__summary__001.md",".md","756","A0E2780D725DE8E2801D87DEF5F09C7379BD642A4623C38FF1A948D05F150ECE","Evidence extract (misc/code) documenting a failure or relevance; Lean source file; not evidence of proof success alone.","Metadata header + excerpt from the source file.","misc","code","Lean source file; not evidence of proof success alone.","MUST_Review/basic.lean","extract",""
"extracts/05_misc/2026-01-29__blog-post-gpt-5.2-analysis__analysis__001.md",".md","685","689534B558198C86749631685ECEF5C94288562257DC9EF4850DE27C3AE55530","Evidence extract (misc/pdf) documenting a failure or relevance; PDF duplicate of corresponding .md content.","Metadata header + excerpt from the source file.","misc","pdf","PDF duplicate of corresponding .md content.","MUST_Review/AI-Model-Test/blog-post-gpt-5.2-analysis.pdf","extract",""
"extracts/05_misc/2026-01-29__Branching_AI__contract__001.md",".md","837","7DC36FA7A0FBF08044B9C0E2A2DEE76A57FB460479DBC4936D8268D9236B2C0A","Evidence extract (misc/analysis) documenting a failure or relevance; Duplicate of FRV2-0144.","Metadata header + excerpt from the source file.","misc","analysis","Duplicate of FRV2-0144.","MUST_Review/Branching_AI.txt","extract",""
"extracts/05_misc/2026-01-29__C_Computable_Measure_Roadmap__analysis__001.md",".md","659","A5EE2EB010D90EA6BBE67802B8CB46DF891F29B20C516D2C89EA647D3C25E762","Evidence extract (misc/roadmap) documenting a failure or relevance; Computable measure roadmap with placeholder τ.","Metadata header + excerpt from the source file.","misc","roadmap","Computable measure roadmap with placeholder τ.","MUST_Review/Docs/C_Computable_Measure_Roadmap.md","extract",""
"extracts/05_misc/2026-01-29__Centralizing_Desktop_AI_Productivity__summary__001.md",".md","2342","A79A50771158DD9E8916CAD7A2AB85C0CBF8D1066B3EE3F0A0C86EEE8B10850A","Evidence extract (misc/reference) documenting a failure or relevance; Background research memo; not a proof artifact.","Metadata header + excerpt from the source file.","misc","reference","Background research memo; not a proof artifact.","MUST_Review/important_2/Research/Centralizing_Desktop_AI_Productivity.md","extract",""
"extracts/05_misc/2026-01-29__Chats__summary__001.md",".md","769","59BC2C60D0A1E9C38175B0093E48D1E1AF141F7D6016E1C4F3538664D34F9BFE","Evidence extract (misc/roadmap) documenting a failure or relevance; Planning roadmap and risk notes; not a proof artifact.","Metadata header + excerpt from the source file.","misc","roadmap","Planning roadmap and risk notes; not a proof artifact.","MUST_Review/Docs/Chats.pdf","extract",""
"extracts/05_misc/2026-01-29__chatshitpiss-defamation__analysis__001.md",".md","710","951625EDB88B0C69870809B9E83326DB6A99E8FD41FB4E6A64CA549AECEFD063","Evidence extract (misc/pdf) documenting a failure or relevance; PDF duplicate of corresponding .md content.","Metadata header + excerpt from the source file.","misc","pdf","PDF duplicate of corresponding .md content.","MUST_Review/AI-Model-Test/chatshitpiss-defamation.pdf","extract",""
"extracts/05_misc/2026-01-29__Claude_SN_Companion__analysis__002.md",".md","1515","3DBBC2450668E37CCB1FBDE2FC9A8004216E7AA4EB071A8F485629EDD2C339E6","Evidence extract (misc/analysis) documenting a failure or relevance; Analysis write-up; not a proof artifact itself.","Metadata header + excerpt from the source file.","misc","analysis","Analysis write-up; not a proof artifact itself.","MUST_Review/MetaMD_Archive/Claude_SN_Companion.md","extract",""
"extracts/05_misc/2026-01-29__Claude_Strong_Normalization_Proof_for_OperatorKernelO6_Using_Double_Exponent_Ordinals__summary__001.md",".md","942","C0CD9F15FF40FD0315A2C5C3C395E65B5E3FD6CA479C5C533C90B88E577ED96A","Evidence summary (misc/reference). Summary of the Claude strong-normalization proof attempt paper (context/reference).","Metadata header + summary excerpt.","","","","","",""
"extracts/05_misc/2026-01-29__claude-code-system-prompt__analysis__001.md",".md","710","89E8D71EC883D6657995CD95CC7DA8978892105AFD15F2E8EDBA96DDAF9BB407","Evidence extract (misc/pdf) documenting a failure or relevance; PDF duplicate of corresponding .md content.","Metadata header + excerpt from the source file.","misc","pdf","PDF duplicate of corresponding .md content.","MUST_Review/AI-Model-Test/claude-code-system-prompt.pdf","extract",""
"extracts/05_misc/2026-01-29__Claude4_SystemPrompt_Highlights__pdf__001.md",".md","611","A5BFEEEBF16577FDD3F74821F7DC87FAB3990019B4F5806B8F17948168A2BB9F","Evidence extract (misc/pdf) documenting a failure or relevance; PDF text extraction unreadable; needs OCR/manual review.","Metadata header + excerpt from the source file.","misc","pdf","PDF text extraction unreadable; needs OCR/manual review.","MUST_Review/AI-Model-Test/Highlights from the Claude 4 system prompt.pdf","extract",""
"extracts/05_misc/2026-01-29__Codex_analysis__001.md",".md","711","D23EB521AE78BE2F37CB87766A03F64830B77711DC8A94C68D7DF94D413AEB3D","Evidence summary (misc/reference). Analysis note from a Codex session (context/reference).","Metadata header + summary excerpt.","","","","","",""
"extracts/05_misc/2026-01-29__codex-gpt5-high__analysis__001.md",".md","1948","D6838A1B83255388AB235128930879EFC9FDD47665C49C9B77B7507B850FCBF1","Evidence extract (misc/analysis) documenting a failure or relevance; Claims to open external file for context without evidence in the transcript; provides conceptual plan only.","Metadata header + excerpt from the source file.","misc","analysis","Claims to open external file for context without evidence in the transcript; provides conceptual plan only.","MUST_Review/chats/codex-gpt5-high.md","extract",""
"extracts/05_misc/2026-01-29__commnets_summary__summary__001.md",".md","560","F0942A4CD750B1E0308BBB1D187B935CDC6DE419450B2FDD7ED25B89EEE28569","Evidence extract (misc/analysis) documenting a failure or relevance; Duplicate of FRV2-0404.","Metadata header + excerpt from the source file.","misc","analysis","Duplicate of FRV2-0404.","MUST_Review/commnets_summary.md","extract",""
"extracts/05_misc/2026-01-29__Complement__html__001.md",".md","510","FADD5ECB3AC6D5C54D52A70D69EB80171D7AC127D894B7C725B955E719FBDB8A","Evidence extract (misc/pdf) documenting a failure or relevance; PDF duplicate of corresponding .html content.","Metadata header + excerpt from the source file.","misc","pdf","PDF duplicate of corresponding .html content.","MUST_Review/Docs/Complement.pdf","extract",""
"extracts/05_misc/2026-01-29__Complete_Core_Documentation__html__001.md",".md","561","74745ECDC7C38C40A6B02903124183CF4402FD56DFCC79B4648AFEAE19B09A59","Evidence extract (misc/pdf) documenting a failure or relevance; PDF duplicate of corresponding .html content.","Metadata header + excerpt from the source file.","misc","pdf","PDF duplicate of corresponding .html content.","MUST_Review/Docs/Complete_Core_Documentation.pdf","extract",""
"extracts/05_misc/2026-01-29__COMPLETE_EXTRACTED_ISSUES_FROM_ASSESSMENTS__summary__001.md",".md","827","0FA212AAE5A6FCA2AF1305464DD9799E4294574A2042834C88EAE97C7CE3B086","Evidence extract (misc/analysis) documenting a failure or relevance; Duplicate of FRV2-0170.","Metadata header + excerpt from the source file.","misc","analysis","Duplicate of FRV2-0170.","MUST_Review/COMPLETE_EXTRACTED_ISSUES_FROM_ASSESSMENTS.md","extract",""
"extracts/05_misc/2026-01-29__Complete_Guide__html__001.md",".md","522","99177B83225E9A03CBAB3EE6B258E7049BA43C5D0074D8F085ACEDF2B5A5A306","Evidence extract (misc/pdf) documenting a failure or relevance; PDF duplicate of corresponding .html content.","Metadata header + excerpt from the source file.","misc","pdf","PDF duplicate of corresponding .html content.","MUST_Review/Docs/Complete_Guide.pdf","extract",""
"extracts/05_misc/2026-01-29__Confluence__html__001.md",".md","510","8CD226E275467B2A6C3162C1950EF3DA6FD505000FD628124CE7B4D7AC799A89","Evidence extract (misc/pdf) documenting a failure or relevance; PDF duplicate of corresponding .html content.","Metadata header + excerpt from the source file.","misc","pdf","PDF duplicate of corresponding .html content.","MUST_Review/Docs/Confluence.pdf","extract",""
"extracts/05_misc/2026-01-29__Confluence_Safe__summary__001.md",".md","566","1E0CD78106D7377081933B86E70484E51F23C299BC3B5C2A354D1BCDDF8F0E18","Evidence extract (misc/analysis) documenting a failure or relevance; Reference or planning document; not a proof artifact.","Metadata header + excerpt from the source file.","misc","analysis","Reference or planning document; not a proof artifact.","MUST_Review/Confluence_Safe.md","extract",""
"extracts/05_misc/2026-01-29__Consolidated_Meta_Termination_Patch__summary__001.md",".md","730","EC0C45038EE9C048BB516054EBCBAF7A5ED7E63D2814BB230D8028CE2656E405","Evidence extract (misc/analysis) documenting a failure or relevance; Reference or planning document; not a proof artifact.","Metadata header + excerpt from the source file.","misc","analysis","Reference or planning document; not a proof artifact.","MUST_Review/Consolidated_Meta_Termination_Patch.md","extract",""
"extracts/05_misc/2026-01-29__context_playbook__summary__001.md",".md","1240","DC9ADFA49B27916DAFFCC9A0B03794CBB847076740636B83F85F8605BCF672FD","Evidence extract (misc/guide) documenting a failure or relevance; Guidance or index document; not a proof artifact.","Metadata header + excerpt from the source file.","misc","guide","Guidance or index document; not a proof artifact.","MUST_Review/context_playbook.md","extract",""
"extracts/05_misc/2026-01-29__CONTEXT_RESTORATION_GUIDE__summary__001.md",".md","1072","2890DCFF773EAB81EDF1792A03D17082F0D7D9F8DBE8C837F8CDE56896388ABB","Evidence extract (misc/guide) documenting a failure or relevance; Guidance or index document; not a proof artifact.","Metadata header + excerpt from the source file.","misc","guide","Guidance or index document; not a proof artifact.","MUST_Review/CONTEXT_RESTORATION_GUIDE.md","extract",""
"extracts/05_misc/2026-01-29__convert__summary__001.md",".md","669","712ABDCBE046B2A735A47C308959921B318C48C2FC1B474D73D9A9A202A89A06","Evidence extract (misc/guide) documenting a failure or relevance; Tooling notebook; not evidence of proof success or failure.","Metadata header + excerpt from the source file.","misc","guide","Tooling notebook; not evidence of proof success or failure.","MUST_Review/Docs/convert.ipynb","extract",""
"extracts/05_misc/2026-01-29__Critical_Review_of_the_Operator_Centric_Incompleteness_Project__summary__001.md",".md","6657","B26BDF0E9A6228C01E20F9C6FC0A6C55678A6AA3B1B3A755CD5F8D225CFCA6DC","Evidence extract (misc/reference) documenting a failure or relevance; Background research memo; not a proof artifact.","Metadata header + excerpt from the source file.","misc","reference","Background research memo; not a proof artifact.","MUST_Review/important_2/Research/Critical_Review_of_the_Operator-Centric_Incompleteness_Project.md","extract",""
"extracts/05_misc/2026-01-29__cursor_considering_trace_and_strong_nor__analysis__001.md",".md","799","858684D9CDC0D32CAA083D6D2327DB07106CA414EC6D084431A10E6DBEB9D3CB","Evidence extract (misc/analysis) documenting a failure or relevance; Claims unique normal forms/decidable equality from SN without proof of confluence.","Metadata header + excerpt from the source file.","misc","analysis","Claims unique normal forms/decidable equality from SN without proof of confluence.","MUST_Review/chats/cursor_considering_trace_and_strong_nor.md","extract",""
"extracts/05_misc/2026-01-29__cursor_considering_trace_and_strong_nor-1__analysis__001.md",".md","815","D784E24387FE50074C108FD2CEA9B869201B6C9133DE01DCC2A5C46926AFC77B","Evidence extract (misc/analysis) documenting a failure or relevance; Claims unique normal forms/decidable equality from SN without proof of confluence.","Metadata header + excerpt from the source file.","misc","analysis","Claims unique normal forms/decidable equality from SN without proof of confluence.","MUST_Review/chats/cursor_considering_trace_and_strong_nor-1.md","extract",""
"extracts/05_misc/2026-01-29__Custom_Core_Documentation__html__001.md",".md","517","7B9D2510B79992E7246D2C768551277F7AC65F7C441B4F9086D1FCBFEC61FE72","Evidence extract (misc/pdf) documenting a failure or relevance; PDF duplicate of corresponding .html content.","Metadata header + excerpt from the source file.","misc","pdf","PDF duplicate of corresponding .html content.","MUST_Review/Docs/Custom_Core_Documentation.pdf","extract",""
"extracts/05_misc/2026-01-29__Custom_Selection_Combined__html__001.md",".md","503","921634627A567374FCFE7AAED4F4D075BEAD86506AC46FF9AC83C363DE9F185D","Evidence extract (misc/documentation) documenting a failure or relevance; Documentation export.","Metadata header + excerpt from the source file.","misc","documentation","Documentation export.","MUST_Review/Docs/Custom_Selection_Combined.html","extract",""
"extracts/05_misc/2026-01-29__Decidability_and_Termination_Orders_in_Small_Term_Reachability_and_SN_Calculi__summary__001.md",".md","6618","1995B1AC7A3AB96C9D3945B4E64869B2ADBB96BD9EBECD268F80385E8B3DC79B","Evidence extract (misc/reference) documenting a failure or relevance; Background research memo; not a proof artifact.","Metadata header + excerpt from the source file.","misc","reference","Background research memo; not a proof artifact.","MUST_Review/important_2/Research/Decidability_and_Termination_Orders_in_Small-Term_Reachability_and_SN_Calculi.md","extract",""
"extracts/05_misc/2026-01-29__Deep_RecSucc_Analysis__summary__001.md",".md","619","E93BD1227CF665FD7D01162FD39A30D36CA5948814CDB6F92E6E58CC9497E3F9","Evidence summary (misc/reference). Summary of the Deep RecSucc Analysis note (context/reference).","Metadata header + summary excerpt.","","","","","",""
"extracts/05_misc/2026-01-29__DeepSeek_R1_Analysis__contradiction_map__001.md",".md","716","1B4AA025BFD9C3A903688277037A3D26E45C6BB9A15A836B13DEBBCF57A021A4","Evidence extract (misc/analysis) documenting a failure or relevance; Contradiction map summarizes internal inconsistencies in DeepSeek-R1 response.","Metadata header + excerpt from the source file.","misc","analysis","Contradiction map summarizes internal inconsistencies in DeepSeek-R1 response.","MUST_Review/chats/DeepSeek_R1_Analysis.md","extract",""
